timestamp,gaze,iris_score,norm_iris_movement,posture_score,head_tilt,shoulder_angle
21:34:26,Looking Center,81,0.1833,52,-96.34,2.92
21:34:26,Looking Center,82,0.1782,52,-96.73,3.21
21:34:26,Looking Center,82,0.1735,52,-96.29,3.5
21:34:26,Looking Center,83,0.1609,53,-95.9,3.79
21:34:26,Looking Center,84,0.1533,53,-95.27,3.81
21:34:26,Looking Center,85,0.1406,53,-94.43,3.81
21:34:26,Looking Center,87,0.1284,53,-94.41,4.11
21:34:26,Looking Center,88,0.1148,54,-94.0,4.11
21:34:26,Looking Center,90,0.0983,53,-94.22,4.38
21:34:26,Looking Center,91,0.0878,53,-94.21,4.67
21:34:26,Looking Center,92,0.078,53,-94.22,4.96
21:34:26,Looking Center,93,0.0685,53,-94.43,5.57
21:34:26,Looking Center,93,0.0602,53,-94.45,5.27
21:34:26,Looking Center,94,0.0562,53,-94.45,5.27
21:34:26,Looking Center,94,0.0534,53,-94.68,5.54
21:34:27,Looking Center,94,0.0523,53,-94.71,5.54
21:34:27,Looking Center,94,0.0573,53,-94.82,4.96
21:34:27,Looking Center,94,0.0564,53,-95.13,4.64
21:34:27,Looking Center,94,0.0565,53,-95.19,4.93
21:34:27,Looking Center,94,0.057,53,-94.95,4.67
21:34:27,Looking Center,94,0.0568,53,-94.95,4.67
21:34:27,Looking Center,94,0.0558,53,-95.42,4.38
21:34:27,Looking Center,94,0.055,53,-95.78,4.96
21:34:27,Looking Center,94,0.0546,52,-96.46,4.64
21:34:27,Looking Center,94,0.0535,52,-96.63,4.67
21:34:27,Looking Center,94,0.0521,52,-96.8,4.64
21:34:27,Looking Center,94,0.0522,52,-96.75,4.64
21:34:27,Looking Center,94,0.0513,52,-96.72,4.35
21:34:27,Looking Center,95,0.0483,52,-96.72,4.35
21:34:27,Looking Center,94,0.0505,52,-96.13,4.06
21:34:27,Looking Center,94,0.0506,53,-95.88,4.04
21:34:27,Looking Center,95,0.0497,53,-95.88,4.04
21:34:28,Looking Center,95,0.0498,53,-95.88,4.04
21:34:28,Looking Center,95,0.0498,52,-96.09,4.02
21:34:28,Looking Center,95,0.046,52,-96.11,4.31
21:34:28,Looking Center,95,0.047,53,-95.9,4.29
21:34:28,Looking Center,95,0.0451,52,-96.11,4.27
21:34:28,Looking Center,95,0.0461,52,-96.15,4.27
21:34:28,Looking Center,95,0.0481,52,-96.34,4.53
21:34:28,Looking Center,95,0.0467,52,-96.73,4.25
21:34:28,Looking Center,95,0.0453,52,-96.94,4.23
21:34:28,Looking Center,95,0.0463,52,-96.89,4.23
21:34:28,Looking Center,95,0.0453,52,-96.92,3.95
21:34:28,Looking Center,95,0.0431,52,-97.33,3.95
21:34:28,Looking Center,95,0.0409,52,-97.33,3.95
21:34:28,Looking Center,96,0.0391,52,-97.13,3.93
21:34:28,Looking Center,96,0.0329,51,-98.01,3.93
21:34:28,Looking Center,96,0.0323,51,-98.04,3.65
21:34:28,Looking Center,96,0.031,51,-98.04,3.65
21:34:29,Looking Center,96,0.0316,52,-97.9,3.93
21:34:29,Looking Center,96,0.0315,52,-97.9,3.93
21:34:29,Looking Center,96,0.0346,52,-97.84,3.93
21:34:29,Looking Center,96,0.0384,52,-97.58,3.95
21:34:29,Looking Center,95,0.0456,52,-97.55,4.79
21:34:29,Looking Center,93,0.0679,52,-96.89,2.54
21:34:29,Looking Center,92,0.0753,53,-95.59,1.13
21:34:29,Looking Center,92,0.0777,53,-95.1,0.85
21:34:29,Looking Center,92,0.0784,54,-93.39,0.0
21:34:29,Looking Center,91,0.0803,54,-92.98,0.28
21:34:29,Looking Center,91,0.0802,54,-93.19,0.28
21:34:29,Looking Center,91,0.0814,54,-93.18,0.55
21:34:29,Looking Center,91,0.0837,54,-92.34,0.82
21:34:29,Looking Center,91,0.0851,54,-92.33,1.09
21:34:29,Looking Center,91,0.0875,54,-92.32,0.8
21:34:29,Looking Center,90,0.0903,54,-92.11,0.79
21:34:29,Looking Center,91,0.089,54,-92.3,1.04
21:34:30,Looking Center,90,0.096,55,-91.9,0.76
21:34:30,Looking Center,90,0.0965,55,-91.28,0.75
21:34:30,Looking Center,90,0.0972,55,-91.08,0.75
21:34:30,Looking Center,90,0.0993,55,-90.0,0.25
21:34:30,Looking Center,89,0.1006,56,-89.35,0.25
21:34:30,Looking Center,90,0.0995,56,-88.25,0.49
21:34:30,Looking Center,89,0.1001,57,-87.56,0.0
21:34:30,Looking Center,89,0.1022,57,-87.99,-0.48
21:34:30,Looking Center,89,0.1035,56,-88.66,-0.47
21:34:30,Looking Center,89,0.1049,56,-88.67,-0.47
21:34:30,Looking Center,89,0.1052,56,-89.12,-0.23
21:34:30,Looking Center,89,0.1055,56,-89.57,-0.45
21:34:30,Looking Center,89,0.1056,56,-89.57,-0.44
21:34:30,Looking Center,89,0.1072,56,-89.35,-0.44
21:34:30,Looking Center,89,0.106,56,-89.57,-0.44
21:34:30,Looking Center,89,0.1045,56,-89.36,-0.22
21:34:30,Looking Center,89,0.1012,56,-89.57,0.22
21:34:31,Looking Center,90,0.095,55,-91.28,0.44
21:34:31,Looking Center,92,0.0736,54,-92.55,1.09
21:34:31,Looking Center,93,0.069,54,-92.51,0.88
21:34:31,Looking Center,93,0.0681,54,-92.47,0.89
21:34:31,Looking Center,93,0.0689,54,-92.68,1.36
21:34:31,Looking Center,93,0.0698,54,-92.49,1.39
21:34:31,Looking Center,93,0.0681,54,-92.7,1.4
21:34:31,Looking Center,93,0.0691,54,-93.11,1.41
21:34:31,Looking Center,92,0.079,53,-94.71,1.7
21:34:31,Looking Center,91,0.0808,52,-96.53,2.01
21:34:31,Looking Center,91,0.0837,52,-97.35,2.05
21:34:31,Looking Center,91,0.0857,52,-97.94,2.37
21:34:31,Looking Center,91,0.0897,51,-98.55,2.66
21:34:31,Looking Center,91,0.0871,51,-98.36,2.43
21:34:31,Looking Center,91,0.0887,51,-98.59,2.44
21:34:31,Looking Center,90,0.0902,51,-98.36,2.48
21:34:31,Looking Center,90,0.0924,51,-99.42,1.97
21:34:31,Looking Center,90,0.0954,51,-99.07,1.72
21:34:32,Looking Center,90,0.0986,52,-97.99,1.99
21:34:32,Looking Center,89,0.1026,52,-97.73,2.51
21:34:32,Looking Center,88,0.1154,52,-96.31,2.63
21:34:32,Looking Center,88,0.1188,53,-95.73,2.11
21:34:32,Looking Center,88,0.1199,52,-97.53,1.79
21:34:32,Looking Center,87,0.1207,52,-97.16,3.98
21:34:32,Looking Center,87,0.1203,52,-96.92,0.92
21:34:32,Looking Center,87,0.1201,52,-96.86,0.3
21:34:32,Looking Center,88,0.1179,51,-98.23,0.0
21:34:32,Looking Center,88,0.1198,51,-98.39,0.0
21:34:32,Looking Center,87,0.121,51,-98.06,0.0
21:34:32,Looking Center,87,0.1227,51,-98.23,0.0
21:34:32,Looking Center,87,0.1229,51,-98.73,0.29
21:34:32,Looking Center,87,0.1237,51,-99.03,0.88
21:34:32,Looking Center,87,0.1229,51,-99.5,0.88
21:34:32,Looking Center,87,0.125,51,-99.27,0.87
21:34:32,Looking Center,87,0.1226,51,-98.73,0.87
21:34:33,Looking Center,87,0.1211,51,-98.92,1.16
21:34:33,Looking Center,87,0.1209,51,-98.85,1.16
21:34:33,Looking Center,88,0.1196,51,-98.66,1.44
21:34:33,Looking Center,89,0.1085,51,-98.5,1.43
21:34:33,Looking Center,89,0.1054,51,-98.03,1.42
21:34:33,Looking Center,89,0.1019,52,-97.56,1.43
21:34:33,Looking Center,90,0.0992,52,-97.8,1.44
21:34:33,Looking Center,90,0.0963,51,-98.92,1.72
21:34:33,Looking Center,90,0.0953,51,-98.89,1.43
21:34:33,Looking Center,90,0.0912,51,-99.31,1.72
21:34:33,Looking Center,91,0.0879,51,-99.27,1.43
21:34:33,Looking Center,91,0.0836,51,-99.31,1.72
21:34:33,Looking Center,91,0.0814,51,-99.27,1.43
21:34:33,Looking Center,92,0.0777,51,-99.27,1.43
21:34:33,Looking Center,92,0.0762,51,-98.66,1.42
21:34:33,Looking Center,93,0.0641,51,-98.2,1.42
21:34:33,Looking Center,93,0.0603,52,-97.27,1.42
21:34:34,Looking Center,94,0.0587,52,-96.81,1.42
21:34:34,Looking Center,94,0.0575,52,-96.81,1.42
21:34:34,Looking Center,94,0.0591,52,-96.78,1.71
21:34:34,Looking Center,94,0.0582,52,-96.78,1.71
21:34:34,Looking Center,94,0.0568,52,-96.49,2.27
21:34:34,Looking Center,94,0.0542,52,-96.26,2.28
21:34:34,Looking Center,94,0.0524,53,-95.8,2.28
21:34:34,Looking Center,95,0.0491,53,-95.78,1.99
21:34:34,Looking Center,95,0.047,53,-95.32,1.99
21:34:34,Looking Center,95,0.0442,53,-95.09,1.98
21:34:34,Looking Center,95,0.043,53,-95.09,1.98
21:34:34,Looking Center,96,0.0384,53,-95.09,1.98
21:34:34,Looking Center,96,0.0384,53,-95.09,1.98
21:34:34,Looking Center,96,0.0381,53,-94.86,1.99
21:34:34,Looking Center,96,0.036,53,-95.09,2.0
21:34:34,Looking Center,96,0.0329,53,-95.09,2.0
21:34:34,Looking Center,96,0.0317,53,-95.53,1.72
21:34:35,Looking Center,97,0.0297,53,-95.51,1.43
21:34:35,Looking Center,97,0.0278,53,-95.46,1.43
21:34:35,Looking Center,97,0.0258,53,-95.69,1.42
21:34:35,Looking Center,97,0.0239,53,-95.67,1.14
21:34:35,Looking Center,97,0.0205,52,-96.12,1.14
21:34:35,Looking Center,97,0.0205,52,-96.12,1.14
21:34:35,Looking Center,98,0.0196,53,-95.89,1.13
21:34:35,Looking Center,98,0.0196,53,-95.89,1.13
21:34:35,Looking Center,98,0.0175,53,-95.94,1.13
21:34:35,Looking Center,98,0.0162,53,-95.94,1.13
21:34:35,Looking Center,98,0.0145,53,-95.94,1.13
21:34:35,Looking Center,98,0.0126,53,-95.96,1.42
21:34:35,Looking Center,98,0.0117,53,-95.96,1.42
21:34:35,Looking Center,99,0.0099,52,-96.21,1.71
21:34:35,Looking Center,99,0.0089,52,-96.21,1.71
21:34:35,Looking Center,99,0.006,52,-96.21,1.71
21:34:35,Looking Center,99,0.0069,52,-96.26,1.71
21:34:36,Looking Center,99,0.0069,52,-96.26,1.71
21:34:36,Looking Center,99,0.0069,52,-96.72,1.71
21:34:36,Looking Center,99,0.0069,52,-96.72,1.71
21:34:36,Looking Center,99,0.0078,52,-96.72,1.71
21:34:36,Looking Center,99,0.0078,52,-97.21,1.99
21:34:36,Looking Center,99,0.0078,52,-97.44,2.0
21:34:36,Looking Center,99,0.0069,52,-97.47,1.72
