timestamp,gaze,iris_score,norm_iris_movement,posture_score,head_tilt,shoulder_angle
21:34:22,Looking Center,92,0.0777,55,-90.32,-6.81
21:34:22,Looking Center,92,0.0789,55,-91.9,-6.77
21:34:22,Looking Center,91,0.0801,54,-92.19,-6.73
21:34:23,Looking Center,91,0.0823,54,-92.49,-6.34
21:34:23,Looking Center,91,0.0845,54,-93.01,-6.34
21:34:23,Looking Center,91,0.086,54,-93.0,-5.99
21:34:23,Looking Center,91,0.0891,53,-94.13,-5.57
21:34:23,Looking Center,90,0.0907,53,-94.09,-5.57
21:34:23,Looking Center,90,0.0906,54,-93.47,-5.51
21:34:23,Looking Center,90,0.0922,54,-92.91,-5.1
21:34:23,Looking Center,90,0.0923,54,-92.33,-5.04
21:34:23,Looking Center,90,0.0924,54,-92.33,-5.04
21:34:23,Looking Center,90,0.0914,54,-92.34,-4.71
21:34:23,Looking Center,90,0.0929,54,-92.33,-4.37
21:34:23,Looking Center,90,0.0941,54,-92.62,-4.35
21:34:23,Looking Center,90,0.0934,54,-92.89,-3.99
21:34:23,Looking Center,90,0.0922,54,-92.86,-3.99
21:34:23,Looking Center,90,0.0908,54,-93.7,-3.64
21:34:23,Looking Center,91,0.0896,53,-94.29,-3.31
21:34:24,Looking Center,91,0.0875,54,-93.98,-3.0
21:34:24,Looking Center,91,0.0873,54,-93.38,-2.33
21:34:24,Looking Center,91,0.0889,54,-93.24,-0.67
21:34:24,Looking Center,90,0.0912,54,-92.64,-1.0
21:34:24,Looking Center,91,0.09,55,-91.04,-0.67
21:34:24,Looking Center,91,0.0853,55,-91.86,-0.69
21:34:24,Looking Center,91,0.083,54,-92.17,-0.35
21:34:24,Looking Center,91,0.083,57,-86.91,-1.41
21:34:24,Looking Center,91,0.084,58,-85.4,-4.03
21:34:24,Looking Center,90,0.0926,57,-87.12,-5.56
21:34:24,Looking Center,89,0.1,57,-86.85,-3.2
21:34:24,Looking Center,88,0.1112,56,-89.21,-3.03
21:34:24,Looking Center,87,0.1231,55,-91.86,-0.71
21:34:24,Looking Center,86,0.1355,54,-92.37,0.34
21:34:24,Looking Center,85,0.1498,54,-93.53,1.0
21:34:24,Looking Center,84,0.1584,53,-95.15,2.6
21:34:24,Looking Center,83,0.167,53,-95.66,2.54
21:34:25,Looking Center,82,0.1743,53,-95.17,2.2
21:34:25,Looking Center,81,0.181,53,-95.12,0.31
21:34:25,Looking Center,81,0.1849,53,-94.7,0.31
21:34:25,Looking Center,81,0.1883,53,-95.42,1.23
21:34:25,Looking Center,80,0.191,53,-95.81,2.48
21:34:25,Looking Center,80,0.192,53,-95.06,3.08
21:34:25,Looking Center,80,0.195,53,-94.46,3.35
21:34:25,Looking Center,80,0.1945,53,-94.76,4.21
21:34:25,Looking Center,80,0.1943,53,-94.96,4.19
21:34:25,Looking Center,80,0.1947,53,-95.19,4.17
21:34:25,Looking Center,80,0.1945,53,-95.17,3.28
21:34:25,Looking Center,80,0.1947,53,-94.82,2.08
21:34:25,Looking Center,80,0.1949,53,-95.38,0.89
21:34:25,Looking Center,80,0.1971,53,-95.36,1.18
21:34:25,Looking Center,80,0.1972,53,-95.78,1.48
21:34:25,Looking Center,80,0.1955,53,-95.51,1.47
21:34:25,Looking Center,80,0.1909,53,-95.21,1.46
21:34:26,Looking Center,81,0.1873,53,-95.17,2.05
21:34:26,Looking Center,81,0.1868,53,-95.92,2.34
